Datetime,Datetime,Valeur,working day
2019-12-14 11:45:00,2019-12-14 11:45:00,3.78,False
2019-12-14 12:00:00,2019-12-14 12:00:00,3.78,False
2019-12-14 12:15:00,2019-12-14 12:15:00,3.57,False
2019-12-14 12:30:00,2019-12-14 12:30:00,4.2,False
2019-12-14 12:45:00,2019-12-14 12:45:00,3.78,False
2019-12-14 13:00:00,2019-12-14 13:00:00,3.57,False
2019-12-14 13:15:00,2019-12-14 13:15:00,3.78,False
2019-12-14 13:30:00,2019-12-14 13:30:00,3.99,False
2019-12-14 13:45:00,2019-12-14 13:45:00,3.99,False
2019-12-14 14:00:00,2019-12-14 14:00:00,3.78,False
2019-12-14 14:15:00,2019-12-14 14:15:00,3.78,False
2019-12-14 14:30:00,2019-12-14 14:30:00,3.57,False
2019-12-14 14:45:00,2019-12-14 14:45:00,3.78,False
2019-12-14 15:00:00,2019-12-14 15:00:00,3.57,False
2019-12-14 15:15:00,2019-12-14 15:15:00,3.78,False
2019-12-14 15:30:00,2019-12-14 15:30:00,3.57,False
2019-12-14 15:45:00,2019-12-14 15:45:00,3.78,False
2019-12-14 16:00:00,2019-12-14 16:00:00,3.78,False
2019-12-14 16:15:00,2019-12-14 16:15:00,3.99,False
2019-12-14 16:30:00,2019-12-14 16:30:00,4.2,False
2019-12-14 16:45:00,2019-12-14 16:45:00,4.2,False
2019-12-14 17:00:00,2019-12-14 17:00:00,4.41,False
2019-12-14 17:15:00,2019-12-14 17:15:00,4.41,False
2019-12-14 17:30:00,2019-12-14 17:30:00,4.62,False
2019-12-14 17:45:00,2019-12-14 17:45:00,4.2,False
2019-12-14 18:00:00,2019-12-14 18:00:00,4.41,False
2019-12-14 18:15:00,2019-12-14 18:15:00,4.83,False
2019-12-14 18:30:00,2019-12-14 18:30:00,4.62,False
2019-12-14 18:45:00,2019-12-14 18:45:00,4.62,False
2019-12-14 19:00:00,2019-12-14 19:00:00,4.62,False
2019-12-14 19:15:00,2019-12-14 19:15:00,4.2,False
2019-12-14 19:30:00,2019-12-14 19:30:00,4.41,False
2019-12-14 19:45:00,2019-12-14 19:45:00,4.62,False
2019-12-14 20:00:00,2019-12-14 20:00:00,4.41,False
2019-12-14 20:15:00,2019-12-14 20:15:00,4.83,False
2019-12-14 20:30:00,2019-12-14 20:30:00,4.41,False
2019-12-14 20:45:00,2019-12-14 20:45:00,4.41,False
2019-12-14 21:00:00,2019-12-14 21:00:00,4.41,False
2019-12-14 21:15:00,2019-12-14 21:15:00,4.62,False
2019-12-14 21:30:00,2019-12-14 21:30:00,4.2,False
2019-12-14 21:45:00,2019-12-14 21:45:00,4.62,False
2019-12-14 22:00:00,2019-12-14 22:00:00,4.2,False
2019-12-14 22:15:00,2019-12-14 22:15:00,4.41,False
2019-12-14 22:30:00,2019-12-14 22:30:00,4.41,False
2019-12-14 22:45:00,2019-12-14 22:45:00,4.62,False
2019-12-14 23:00:00,2019-12-14 23:00:00,3.99,False
2019-12-14 23:15:00,2019-12-14 23:15:00,3.99,False
2019-12-14 23:30:00,2019-12-14 23:30:00,4.2,False
2019-12-14 23:45:00,2019-12-14 23:45:00,3.78,False
2019-12-15 00:00:00,2019-12-15 00:00:00,3.78,False
2019-12-15 00:15:00,2019-12-15 00:15:00,3.99,False
2019-12-15 00:30:00,2019-12-15 00:30:00,4.2,False
2019-12-15 00:45:00,2019-12-15 00:45:00,3.78,False
2019-12-15 01:00:00,2019-12-15 01:00:00,3.99,False
2019-12-15 01:15:00,2019-12-15 01:15:00,3.78,False
2019-12-15 01:30:00,2019-12-15 01:30:00,3.78,False
2019-12-15 01:45:00,2019-12-15 01:45:00,3.78,False
2019-12-15 02:00:00,2019-12-15 02:00:00,3.78,False
2019-12-15 02:15:00,2019-12-15 02:15:00,3.78,False
2019-12-15 02:30:00,2019-12-15 02:30:00,3.78,False
2019-12-15 02:45:00,2019-12-15 02:45:00,3.78,False
2019-12-15 03:00:00,2019-12-15 03:00:00,3.78,False
2019-12-15 03:15:00,2019-12-15 03:15:00,3.99,False
2019-12-15 03:30:00,2019-12-15 03:30:00,3.78,False
2019-12-15 03:45:00,2019-12-15 03:45:00,3.57,False
2019-12-15 04:00:00,2019-12-15 04:00:00,4.2,False
2019-12-15 04:15:00,2019-12-15 04:15:00,3.99,False
2019-12-15 04:30:00,2019-12-15 04:30:00,3.57,False
2019-12-15 04:45:00,2019-12-15 04:45:00,3.99,False
2019-12-15 05:00:00,2019-12-15 05:00:00,3.99,False
2019-12-15 05:15:00,2019-12-15 05:15:00,3.78,False
2019-12-15 05:30:00,2019-12-15 05:30:00,3.78,False
2019-12-15 05:45:00,2019-12-15 05:45:00,3.78,False
2019-12-15 06:00:00,2019-12-15 06:00:00,3.78,False
2019-12-15 06:15:00,2019-12-15 06:15:00,3.78,False
2019-12-15 06:30:00,2019-12-15 06:30:00,4.2,False
2019-12-15 06:45:00,2019-12-15 06:45:00,4.41,False
2019-12-15 07:00:00,2019-12-15 07:00:00,4.41,False
2019-12-15 07:15:00,2019-12-15 07:15:00,4.41,False
2019-12-15 07:30:00,2019-12-15 07:30:00,4.41,False
2019-12-15 07:45:00,2019-12-15 07:45:00,4.2,False
2019-12-15 08:00:00,2019-12-15 08:00:00,4.41,False
2019-12-15 08:15:00,2019-12-15 08:15:00,4.2,False
2019-12-15 08:30:00,2019-12-15 08:30:00,4.41,False
2019-12-15 08:45:00,2019-12-15 08:45:00,4.2,False
2019-12-15 09:00:00,2019-12-15 09:00:00,3.99,False
2019-12-15 09:15:00,2019-12-15 09:15:00,3.57,False
2019-12-15 09:30:00,2019-12-15 09:30:00,3.78,False
2019-12-15 09:45:00,2019-12-15 09:45:00,3.99,False
2019-12-15 10:00:00,2019-12-15 10:00:00,3.57,False
2019-12-15 10:15:00,2019-12-15 10:15:00,3.57,False
2019-12-15 10:30:00,2019-12-15 10:30:00,3.57,False
2019-12-15 10:45:00,2019-12-15 10:45:00,3.78,False
2019-12-15 11:00:00,2019-12-15 11:00:00,3.57,False
2019-12-15 11:15:00,2019-12-15 11:15:00,3.57,False
2019-12-15 11:30:00,2019-12-15 11:30:00,3.78,False
2019-12-15 11:45:00,2019-12-15 11:45:00,3.57,False
2019-12-15 12:00:00,2019-12-15 12:00:00,3.57,False
2019-12-15 12:15:00,2019-12-15 12:15:00,3.78,False
2019-12-15 12:30:00,2019-12-15 12:30:00,3.78,False
2019-12-15 12:45:00,2019-12-15 12:45:00,3.36,False
2019-12-15 13:00:00,2019-12-15 13:00:00,3.78,False
2019-12-15 13:15:00,2019-12-15 13:15:00,3.57,False
2019-12-15 13:30:00,2019-12-15 13:30:00,3.57,False
2019-12-15 13:45:00,2019-12-15 13:45:00,3.78,False
2019-12-15 14:00:00,2019-12-15 14:00:00,3.78,False
2019-12-15 14:15:00,2019-12-15 14:15:00,3.78,False
2019-12-15 14:30:00,2019-12-15 14:30:00,3.78,False
2019-12-15 14:45:00,2019-12-15 14:45:00,3.78,False
2019-12-15 15:00:00,2019-12-15 15:00:00,3.36,False
2019-12-15 15:15:00,2019-12-15 15:15:00,3.57,False
2019-12-15 15:30:00,2019-12-15 15:30:00,3.57,False
2019-12-15 15:45:00,2019-12-15 15:45:00,3.78,False
2019-12-15 16:00:00,2019-12-15 16:00:00,3.57,False
2019-12-15 16:15:00,2019-12-15 16:15:00,3.57,False
2019-12-15 16:30:00,2019-12-15 16:30:00,3.78,False
2019-12-15 16:45:00,2019-12-15 16:45:00,4.41,False
2019-12-15 17:00:00,2019-12-15 17:00:00,4.41,False
2019-12-15 17:15:00,2019-12-15 17:15:00,4.2,False
2019-12-15 17:30:00,2019-12-15 17:30:00,4.62,False
2019-12-15 17:45:00,2019-12-15 17:45:00,4.2,False
2019-12-15 18:00:00,2019-12-15 18:00:00,4.41,False
2019-12-15 18:15:00,2019-12-15 18:15:00,4.41,False
2019-12-15 18:30:00,2019-12-15 18:30:00,4.41,False
2019-12-15 18:45:00,2019-12-15 18:45:00,4.62,False
2019-12-15 19:00:00,2019-12-15 19:00:00,4.2,False
2019-12-15 19:15:00,2019-12-15 19:15:00,4.83,False
2019-12-15 19:30:00,2019-12-15 19:30:00,4.2,False
2019-12-15 19:45:00,2019-12-15 19:45:00,4.41,False
2019-12-15 20:00:00,2019-12-15 20:00:00,4.41,False
2019-12-15 20:15:00,2019-12-15 20:15:00,4.41,False
2019-12-15 20:30:00,2019-12-15 20:30:00,4.41,False
2019-12-15 20:45:00,2019-12-15 20:45:00,4.41,False
2019-12-15 21:00:00,2019-12-15 21:00:00,4.41,False
2019-12-15 21:15:00,2019-12-15 21:15:00,4.62,False
2019-12-15 21:30:00,2019-12-15 21:30:00,4.41,False
2019-12-15 21:45:00,2019-12-15 21:45:00,4.2,False
2019-12-15 22:00:00,2019-12-15 22:00:00,4.41,False
2019-12-15 22:15:00,2019-12-15 22:15:00,4.62,False
2019-12-15 22:30:00,2019-12-15 22:30:00,4.2,False
2019-12-15 22:45:00,2019-12-15 22:45:00,4.2,False
2019-12-15 23:00:00,2019-12-15 23:00:00,3.78,False
2019-12-15 23:15:00,2019-12-15 23:15:00,3.99,False
2019-12-15 23:30:00,2019-12-15 23:30:00,3.99,False
2019-12-15 23:45:00,2019-12-15 23:45:00,3.78,False
2019-12-16 00:00:00,2019-12-16 00:00:00,3.99,True
2019-12-16 00:15:00,2019-12-16 00:15:00,3.99,True
2019-12-16 00:30:00,2019-12-16 00:30:00,3.99,True
2019-12-16 00:45:00,2019-12-16 00:45:00,3.78,True
2019-12-16 01:00:00,2019-12-16 01:00:00,3.78,True
2019-12-16 01:15:00,2019-12-16 01:15:00,3.99,True
2019-12-16 01:30:00,2019-12-16 01:30:00,3.99,True
2019-12-16 01:45:00,2019-12-16 01:45:00,3.78,True
2019-12-16 02:00:00,2019-12-16 02:00:00,3.99,True
2019-12-16 02:15:00,2019-12-16 02:15:00,3.78,True
2019-12-16 02:30:00,2019-12-16 02:30:00,3.99,True
2019-12-16 02:45:00,2019-12-16 02:45:00,3.78,True
2019-12-16 03:00:00,2019-12-16 03:00:00,3.99,True
2019-12-16 03:15:00,2019-12-16 03:15:00,3.78,True
2019-12-16 03:30:00,2019-12-16 03:30:00,3.99,True
2019-12-16 03:45:00,2019-12-16 03:45:00,3.99,True
2019-12-16 04:00:00,2019-12-16 04:00:00,3.78,True
2019-12-16 04:15:00,2019-12-16 04:15:00,4.2,True
2019-12-16 04:30:00,2019-12-16 04:30:00,3.99,True
2019-12-16 04:45:00,2019-12-16 04:45:00,3.99,True
2019-12-16 05:00:00,2019-12-16 05:00:00,4.2,True
2019-12-16 05:15:00,2019-12-16 05:15:00,4.2,True
2019-12-16 05:30:00,2019-12-16 05:30:00,3.78,True
2019-12-16 05:45:00,2019-12-16 05:45:00,3.99,True
2019-12-16 06:00:00,2019-12-16 06:00:00,3.78,True
2019-12-16 06:15:00,2019-12-16 06:15:00,7.14,True
2019-12-16 06:30:00,2019-12-16 06:30:00,11.55,True
2019-12-16 06:45:00,2019-12-16 06:45:00,11.34,True
2019-12-16 07:00:00,2019-12-16 07:00:00,9.45,True
2019-12-16 07:15:00,2019-12-16 07:15:00,10.92,True
2019-12-16 07:30:00,2019-12-16 07:30:00,11.97,True
2019-12-16 07:45:00,2019-12-16 07:45:00,12.6,True
2019-12-16 08:00:00,2019-12-16 08:00:00,13.23,True
2019-12-16 08:15:00,2019-12-16 08:15:00,13.65,True
2019-12-16 08:30:00,2019-12-16 08:30:00,13.65,True
2019-12-16 08:45:00,2019-12-16 08:45:00,15.54,True
2019-12-16 09:00:00,2019-12-16 09:00:00,15.75,True
2019-12-16 09:15:00,2019-12-16 09:15:00,16.59,True
2019-12-16 09:30:00,2019-12-16 09:30:00,15.54,True
2019-12-16 09:45:00,2019-12-16 09:45:00,19.74,True
2019-12-16 10:00:00,2019-12-16 10:00:00,18.27,True
2019-12-16 10:15:00,2019-12-16 10:15:00,17.64,True
2019-12-16 10:30:00,2019-12-16 10:30:00,18.9,True
2019-12-16 10:45:00,2019-12-16 10:45:00,20.16,True
2019-12-16 11:00:00,2019-12-16 11:00:00,17.22,True
2019-12-16 11:15:00,2019-12-16 11:15:00,15.75,True
2019-12-16 11:30:00,2019-12-16 11:30:00,17.01,True
2019-12-16 11:45:00,2019-12-16 11:45:00,17.01,True
2019-12-16 12:00:00,2019-12-16 12:00:00,19.53,True
2019-12-16 12:15:00,2019-12-16 12:15:00,17.43,True
2019-12-16 12:30:00,2019-12-16 12:30:00,14.7,True
2019-12-16 12:45:00,2019-12-16 12:45:00,18.27,True
2019-12-16 13:00:00,2019-12-16 13:00:00,16.38,True
2019-12-16 13:15:00,2019-12-16 13:15:00,18.27,True
2019-12-16 13:30:00,2019-12-16 13:30:00,17.43,True
2019-12-16 13:45:00,2019-12-16 13:45:00,17.22,True
2019-12-16 14:00:00,2019-12-16 14:00:00,12.39,True
2019-12-16 14:15:00,2019-12-16 14:15:00,11.76,True
2019-12-16 14:30:00,2019-12-16 14:30:00,11.55,True
2019-12-16 14:45:00,2019-12-16 14:45:00,10.71,True
2019-12-16 15:00:00,2019-12-16 15:00:00,10.92,True
2019-12-16 15:15:00,2019-12-16 15:15:00,11.13,True
2019-12-16 15:30:00,2019-12-16 15:30:00,10.71,True
2019-12-16 15:45:00,2019-12-16 15:45:00,11.13,True
2019-12-16 16:00:00,2019-12-16 16:00:00,10.92,True
2019-12-16 16:15:00,2019-12-16 16:15:00,10.5,True
2019-12-16 16:30:00,2019-12-16 16:30:00,10.92,True
2019-12-16 16:45:00,2019-12-16 16:45:00,10.5,True
2019-12-16 17:00:00,2019-12-16 17:00:00,10.5,True
2019-12-16 17:15:00,2019-12-16 17:15:00,10.29,True
2019-12-16 17:30:00,2019-12-16 17:30:00,10.29,True
2019-12-16 17:45:00,2019-12-16 17:45:00,9.66,True
2019-12-16 18:00:00,2019-12-16 18:00:00,9.45,True
2019-12-16 18:15:00,2019-12-16 18:15:00,8.19,True
2019-12-16 18:30:00,2019-12-16 18:30:00,6.93,True
2019-12-16 18:45:00,2019-12-16 18:45:00,6.51,True
2019-12-16 19:00:00,2019-12-16 19:00:00,6.51,True
2019-12-16 19:15:00,2019-12-16 19:15:00,5.67,True
2019-12-16 19:30:00,2019-12-16 19:30:00,5.46,True
2019-12-16 19:45:00,2019-12-16 19:45:00,5.25,True
2019-12-16 20:00:00,2019-12-16 20:00:00,5.25,True
2019-12-16 20:15:00,2019-12-16 20:15:00,4.62,True
2019-12-16 20:30:00,2019-12-16 20:30:00,5.04,True
2019-12-16 20:45:00,2019-12-16 20:45:00,4.62,True
2019-12-16 21:00:00,2019-12-16 21:00:00,5.04,True
2019-12-16 21:15:00,2019-12-16 21:15:00,5.25,True
2019-12-16 21:30:00,2019-12-16 21:30:00,4.62,True
2019-12-16 21:45:00,2019-12-16 21:45:00,5.25,True
2019-12-16 22:00:00,2019-12-16 22:00:00,5.04,True
2019-12-16 22:15:00,2019-12-16 22:15:00,4.62,True
2019-12-16 22:30:00,2019-12-16 22:30:00,5.04,True
2019-12-16 22:45:00,2019-12-16 22:45:00,4.62,True
2019-12-16 23:00:00,2019-12-16 23:00:00,4.41,True
2019-12-16 23:15:00,2019-12-16 23:15:00,4.2,True
2019-12-16 23:30:00,2019-12-16 23:30:00,4.41,True
2019-12-16 23:45:00,2019-12-16 23:45:00,4.2,True
2019-12-17 00:00:00,2019-12-17 00:00:00,4.41,True
2019-12-17 00:15:00,2019-12-17 00:15:00,4.2,True
2019-12-17 00:30:00,2019-12-17 00:30:00,4.41,True
2019-12-17 00:45:00,2019-12-17 00:45:00,3.99,True
2019-12-17 01:00:00,2019-12-17 01:00:00,4.2,True
2019-12-17 01:15:00,2019-12-17 01:15:00,4.2,True
2019-12-17 01:30:00,2019-12-17 01:30:00,4.2,True
2019-12-17 01:45:00,2019-12-17 01:45:00,4.41,True
2019-12-17 02:00:00,2019-12-17 02:00:00,4.2,True
2019-12-17 02:15:00,2019-12-17 02:15:00,3.99,True
2019-12-17 02:30:00,2019-12-17 02:30:00,4.62,True
2019-12-17 02:45:00,2019-12-17 02:45:00,4.2,True
2019-12-17 03:00:00,2019-12-17 03:00:00,3.99,True
2019-12-17 03:15:00,2019-12-17 03:15:00,4.2,True
2019-12-17 03:30:00,2019-12-17 03:30:00,4.2,True
2019-12-17 03:45:00,2019-12-17 03:45:00,4.2,True
2019-12-17 04:00:00,2019-12-17 04:00:00,4.2,True
2019-12-17 04:15:00,2019-12-17 04:15:00,4.2,True
2019-12-17 04:30:00,2019-12-17 04:30:00,4.2,True
2019-12-17 04:45:00,2019-12-17 04:45:00,4.2,True
2019-12-17 05:00:00,2019-12-17 05:00:00,4.62,True
2019-12-17 05:15:00,2019-12-17 05:15:00,4.2,True
2019-12-17 05:30:00,2019-12-17 05:30:00,4.2,True
2019-12-17 05:45:00,2019-12-17 05:45:00,4.2,True
2019-12-17 06:00:00,2019-12-17 06:00:00,4.41,True
2019-12-17 06:15:00,2019-12-17 06:15:00,4.83,True
2019-12-17 06:30:00,2019-12-17 06:30:00,6.51,True
2019-12-17 06:45:00,2019-12-17 06:45:00,6.93,True
2019-12-17 07:00:00,2019-12-17 07:00:00,7.35,True
2019-12-17 07:15:00,2019-12-17 07:15:00,10.29,True
2019-12-17 07:30:00,2019-12-17 07:30:00,11.55,True
2019-12-17 07:45:00,2019-12-17 07:45:00,10.5,True
2019-12-17 08:00:00,2019-12-17 08:00:00,9.66,True
2019-12-17 08:15:00,2019-12-17 08:15:00,10.5,True
2019-12-17 08:30:00,2019-12-17 08:30:00,10.29,True
2019-12-17 08:45:00,2019-12-17 08:45:00,11.34,True
2019-12-17 09:00:00,2019-12-17 09:00:00,10.92,True
2019-12-17 09:15:00,2019-12-17 09:15:00,13.65,True
2019-12-17 09:30:00,2019-12-17 09:30:00,19.74,True
2019-12-17 09:45:00,2019-12-17 09:45:00,14.7,True
2019-12-17 10:00:00,2019-12-17 10:00:00,13.23,True
2019-12-17 10:15:00,2019-12-17 10:15:00,14.07,True
2019-12-17 10:30:00,2019-12-17 10:30:00,13.02,True
2019-12-17 10:45:00,2019-12-17 10:45:00,12.6,True
2019-12-17 11:00:00,2019-12-17 11:00:00,12.18,True
2019-12-17 11:15:00,2019-12-17 11:15:00,12.18,True
2019-12-17 11:30:00,2019-12-17 11:30:00,11.97,True
2019-12-17 11:45:00,2019-12-17 11:45:00,14.28,True
2019-12-17 12:00:00,2019-12-17 12:00:00,12.6,True
2019-12-17 12:15:00,2019-12-17 12:15:00,11.34,True
2019-12-17 12:30:00,2019-12-17 12:30:00,10.08,True
2019-12-17 12:45:00,2019-12-17 12:45:00,11.97,True
2019-12-17 13:00:00,2019-12-17 13:00:00,10.71,True
2019-12-17 13:15:00,2019-12-17 13:15:00,10.5,True
2019-12-17 13:30:00,2019-12-17 13:30:00,10.29,True
2019-12-17 13:45:00,2019-12-17 13:45:00,14.91,True
2019-12-17 14:00:00,2019-12-17 14:00:00,12.6,True
2019-12-17 14:15:00,2019-12-17 14:15:00,10.5,True
2019-12-17 14:30:00,2019-12-17 14:30:00,10.08,True
2019-12-17 14:45:00,2019-12-17 14:45:00,15.96,True
2019-12-17 15:00:00,2019-12-17 15:00:00,14.28,True
2019-12-17 15:15:00,2019-12-17 15:15:00,12.18,True
2019-12-17 15:30:00,2019-12-17 15:30:00,13.02,True
2019-12-17 15:45:00,2019-12-17 15:45:00,12.6,True
2019-12-17 16:00:00,2019-12-17 16:00:00,12.6,True
2019-12-17 16:15:00,2019-12-17 16:15:00,13.23,True
2019-12-17 16:30:00,2019-12-17 16:30:00,11.76,True
2019-12-17 16:45:00,2019-12-17 16:45:00,9.87,True
2019-12-17 17:00:00,2019-12-17 17:00:00,10.29,True
2019-12-17 17:15:00,2019-12-17 17:15:00,10.92,True
2019-12-17 17:30:00,2019-12-17 17:30:00,11.13,True
2019-12-17 17:45:00,2019-12-17 17:45:00,10.92,True
2019-12-17 18:00:00,2019-12-17 18:00:00,10.92,True
2019-12-17 18:15:00,2019-12-17 18:15:00,9.87,True
2019-12-17 18:30:00,2019-12-17 18:30:00,8.82,True
2019-12-17 18:45:00,2019-12-17 18:45:00,9.03,True
2019-12-17 19:00:00,2019-12-17 19:00:00,7.14,True
2019-12-17 19:15:00,2019-12-17 19:15:00,6.51,True
2019-12-17 19:30:00,2019-12-17 19:30:00,5.67,True
2019-12-17 19:45:00,2019-12-17 19:45:00,5.88,True
2019-12-17 20:00:00,2019-12-17 20:00:00,5.25,True
2019-12-17 20:15:00,2019-12-17 20:15:00,4.83,True
2019-12-17 20:30:00,2019-12-17 20:30:00,5.25,True
2019-12-17 20:45:00,2019-12-17 20:45:00,5.25,True
2019-12-17 21:00:00,2019-12-17 21:00:00,5.25,True
2019-12-17 21:15:00,2019-12-17 21:15:00,5.04,True
2019-12-17 21:30:00,2019-12-17 21:30:00,5.04,True
2019-12-17 21:45:00,2019-12-17 21:45:00,4.83,True
2019-12-17 22:00:00,2019-12-17 22:00:00,5.04,True
2019-12-17 22:15:00,2019-12-17 22:15:00,5.25,True
2019-12-17 22:30:00,2019-12-17 22:30:00,5.04,True
2019-12-17 22:45:00,2019-12-17 22:45:00,5.67,True
2019-12-17 23:00:00,2019-12-17 23:00:00,4.62,True
2019-12-17 23:15:00,2019-12-17 23:15:00,4.2,True
2019-12-17 23:30:00,2019-12-17 23:30:00,4.62,True
2019-12-17 23:45:00,2019-12-17 23:45:00,4.2,True
